Instrument,Current Weight,Target Weight,Change (Buy/Sell)
Superior Manufacturing,0.0,0.010266141786540567,0.010266141786540567
Advanced Group,0.0,1.4593259145101924e-05,1.4593259145101924e-05
Elite Group,0.0,3.846816525238631e-05,3.846816525238631e-05
Strategic Systems,0.0,0.0005895153370216595,0.0005895153370216595
Superior Enterprises,0.0,3.2990943965877124e-06,3.2990943965877124e-06
Premier Enterprises,0.0,0.0010618581421874551,0.0010618581421874551
Elite Partners,0.0,0.00010281378357831784,0.00010281378357831784
Elite Systems,0.0,0.00042653089701208267,0.00042653089701208267
Elite Enterprises,0.0,7.573677948232963e-06,7.573677948232963e-06
Premier Enterprises,0.0,0.0006371538926928338,0.0006371538926928338
Premier Solutions,0.0,5.755998388658371e-05,5.755998388658371e-05
Strategic Systems,0.0,0.00047224951047081015,0.00047224951047081015
Elite Partners,0.0,0.0002774269523182025,0.0002774269523182025
Superior Group,0.0,4.593941296595209e-06,4.593941296595209e-06
Dynamic Partners,0.0,1.7939309248618652e-05,1.7939309248618652e-05
Superior Industries,0.0,0.0001380171114155204,0.0001380171114155204
Global Manufacturing,0.0,4.347515816060725e-05,4.347515816060725e-05
Premier Technologies,0.0,0.0007658305529283102,0.0007658305529283102
Innovative Group,0.0,1.1041163980656565e-05,1.1041163980656565e-05
Innovative Enterprises,0.0,1.817282361561493e-05,1.817282361561493e-05
Alpha Systems,0.0,2.818269151460275e-17,2.818269151460275e-17
Advanced Industries,0.0,0.0002869945317127564,0.0002869945317127564
Prime Solutions,0.0,0.00019411166007509545,0.00019411166007509545
Global Technologies,0.0,0.0001351390984729199,0.0001351390984729199
Elite Manufacturing,0.0,0.000402864569091625,0.000402864569091625
Dynamic Partners,0.0,0.0011303694210890326,0.0011303694210890326
Alpha Solutions,0.0,0.00015973622225112376,0.00015973622225112376
Global Systems,0.0,0.000244752920660213,0.000244752920660213
Prime Partners,0.0,6.460700749557803e-06,6.460700749557803e-06
Innovative Systems,0.0,2.34758398799063e-05,2.34758398799063e-05
Innovative Technologies,0.0,0.001066157674450241,0.001066157674450241
Premier Supply Co,0.0,0.00018528093909384141,0.00018528093909384141
Global Partners,0.0,0.0014882339190714436,0.0014882339190714436
Premier Systems,0.0,0.0002122371762061088,0.0002122371762061088
Premier Supply Co,0.0,0.0006493242397989606,0.0006493242397989606
Superior Technologies,0.0,2.7580185769819917e-17,2.7580185769819917e-17
Superior Corp,0.0,0.0010147438575858877,0.0010147438575858877
Advanced Technologies,0.0,0.001332991576688215,0.001332991576688215
Prime Enterprises,0.0,0.0016215410272867714,0.0016215410272867714
Premier Systems,0.0,0.0005564421744089029,0.0005564421744089029
Advanced Technologies,0.0,0.0010808029302821663,0.0010808029302821663
Global Corp,0.0,0.0006759451221647293,0.0006759451221647293
Superior Systems,0.0,0.00014015219813004223,0.00014015219813004223
Dynamic Enterprises,0.0,0.0005785856519293755,0.0005785856519293755
Strategic Systems,0.0,1.471760045132035e-05,1.471760045132035e-05
Alpha Systems,0.0,3.277925724441626e-06,3.277925724441626e-06
Prime Technologies,0.0,0.00019084497787280404,0.00019084497787280404
Innovative Corp,0.0,0.0017542787202780733,0.0017542787202780733
Dynamic Manufacturing,0.0,0.0013103988928981141,0.0013103988928981141
Premier Supply Co,0.0,0.0017722241825242568,0.0017722241825242568
Superior Solutions,0.0,0.001180248721053097,0.001180248721053097
Elite Corp,0.0,8.072094092822014e-06,8.072094092822014e-06
Global Group,0.0,4.9362466493064723e-05,4.9362466493064723e-05
Premier Solutions,0.0,7.698388442069402e-05,7.698388442069402e-05
Superior Systems,0.0,9.350608644681856e-05,9.350608644681856e-05
Premier Manufacturing,0.0,0.00011933540604291733,0.00011933540604291733
Innovative Industries,0.0,0.001489676296517027,0.001489676296517027
Superior Solutions,0.0,4.9726647303270925e-05,4.9726647303270925e-05
Superior Technologies,0.0,0.0002542553659781504,0.0002542553659781504
Prime Manufacturing,0.0,4.91398832977318e-05,4.91398832977318e-05
Superior Manufacturing,0.0,0.0011769136635610125,0.0011769136635610125
Advanced Corp,0.0,0.000643560853781512,0.000643560853781512
Advanced Technologies,0.0,5.0122314531549005e-05,5.0122314531549005e-05
Advanced Group,0.0,0.0005477932199022396,0.0005477932199022396
Strategic Corp,0.0,5.033972528975119e-06,5.033972528975119e-06
Premier Supply Co,0.0,0.0005456752584822228,0.0005456752584822228
Strategic Partners,0.0,0.00074938294384981,0.00074938294384981
Alpha Group,0.0,4.5178981796109466e-05,4.5178981796109466e-05
Alpha Solutions,0.0,0.00040781087893893047,0.00040781087893893047
Prime Partners,0.0,0.005605993692242636,0.005605993692242636
Premier Enterprises,0.0,2.1552798393820487e-05,2.1552798393820487e-05
Advanced Group,0.0,7.232805398194572e-05,7.232805398194572e-05
Superior Industries,0.0,0.00036494968908164054,0.00036494968908164054
Dynamic Solutions,0.0,0.003616257738515897,0.003616257738515897
Strategic Industries,0.0,0.0017720696130991602,0.0017720696130991602
Innovative Technologies,0.0,5.421517757392442e-06,5.421517757392442e-06
Alpha Industries,0.0,0.0002748508450055939,0.0002748508450055939
Dynamic Corp,0.0,2.443575004704782e-17,2.443575004704782e-17
Global Industries,0.0,0.0003528598119037869,0.0003528598119037869
Superior Manufacturing,0.0,0.0004320517631155298,0.0004320517631155298
Superior Systems,0.0,0.0006121738187319697,0.0006121738187319697
Alpha Solutions,0.0,0.0006181567596263397,0.0006181567596263397
Dynamic Solutions,0.0,7.06444856099456e-05,7.06444856099456e-05
Alpha Manufacturing,0.0,0.0003288890474120475,0.0003288890474120475
Dynamic Partners,0.0,0.0010663415836651938,0.0010663415836651938
Premier Group,0.0,0.0016046629044667634,0.0016046629044667634
Global Systems,0.0,0.0013345243203111237,0.0013345243203111237
Dynamic Solutions,0.0,7.821614719981067e-05,7.821614719981067e-05
Advanced Supply Co,0.0,0.00038672585164969937,0.00038672585164969937
Alpha Enterprises,0.0,0.00023694701288846094,0.00023694701288846094
Advanced Enterprises,0.0,3.597588963716908e-05,3.597588963716908e-05
Strategic Corp,0.0,0.0008075864264161606,0.0008075864264161606
Elite Enterprises,0.0,9.623999096977748e-05,9.623999096977748e-05
Advanced Solutions,0.0,0.002345729454099413,0.002345729454099413
Elite Corp,0.0,6.796055814014702e-06,6.796055814014702e-06
Innovative Enterprises,0.0,0.0007751573751616319,0.0007751573751616319
Strategic Corp,0.0,0.0015382505015926245,0.0015382505015926245
Advanced Systems,0.0,0.00011880940435969364,0.00011880940435969364
Superior Enterprises,0.0,3.012190798579246e-06,3.012190798579246e-06
Strategic Partners,0.0,0.00013383504125723567,0.00013383504125723567
Premier Technologies,0.0,0.0002879145427564149,0.0002879145427564149
Advanced Technologies,0.0,0.00017163002663641715,0.00017163002663641715
Prime Group,0.0,0.0001817996552864005,0.0001817996552864005
Superior Manufacturing,0.0,0.0006563397851129464,0.0006563397851129464
Innovative Manufacturing,0.0,0.00010429764659368102,0.00010429764659368102
Strategic Partners,0.0,0.0009720343808086265,0.0009720343808086265
Alpha Enterprises,0.0,0.00010568478548287997,0.00010568478548287997
Advanced Enterprises,0.0,0.00013155416452393192,0.00013155416452393192
Dynamic Partners,0.0,0.00030119126242814765,0.00030119126242814765
Premier Enterprises,0.0,0.00019356300672729903,0.00019356300672729903
Innovative Industries,0.0,0.00022686052286002145,0.00022686052286002145
Global Supply Co,0.0,0.0016338969378902708,0.0016338969378902708
Dynamic Manufacturing,0.0,1.3481754944060676e-05,1.3481754944060676e-05
Elite Corp,0.0,0.00015953750797689561,0.00015953750797689561
Superior Supply Co,0.0,0.0010534873625442796,0.0010534873625442796
Prime Industries,0.0,0.0002203867423363195,0.0002203867423363195
Strategic Manufacturing,0.0,0.00029493974006271866,0.00029493974006271866
Innovative Industries,0.0,0.0013134275653945825,0.0013134275653945825
Superior Systems,0.0,0.00011263700865744888,0.00011263700865744888
Premier Corp,0.0,5.6486077075093474e-05,5.6486077075093474e-05
Strategic Group,0.0,0.00011259203723419646,0.00011259203723419646
Prime Enterprises,0.0,0.0016142603851327813,0.0016142603851327813
Strategic Partners,0.0,4.33407051796312e-05,4.33407051796312e-05
Global Supply Co,0.0,0.00028316537521731256,0.00028316537521731256
Advanced Solutions,0.0,0.0006472245553196597,0.0006472245553196597
Prime Industries,0.0,1.3130858407808412e-06,1.3130858407808412e-06
Prime Enterprises,0.0,0.0005348782662467873,0.0005348782662467873
Innovative Industries,0.0,0.000234020834592009,0.000234020834592009
Superior Partners,0.0,5.876803481065598e-08,5.876803481065598e-08
Strategic Technologies,0.0,0.00016645490010666362,0.00016645490010666362
Strategic Partners,0.0,2.040020987776444e-05,2.040020987776444e-05
Advanced Supply Co,0.0,0.0003125305385657452,0.0003125305385657452
Global Industries,0.0,6.979376916186324e-05,6.979376916186324e-05
Superior Corp,0.0,1.2810909376911072e-05,1.2810909376911072e-05
Premier Enterprises,0.0,0.0015498853451031767,0.0015498853451031767
Global Industries,0.0,0.0006552848475276801,0.0006552848475276801
Innovative Systems,0.0,0.00012173233399005446,0.00012173233399005446
Dynamic Partners,0.0,5.1868698606918556e-05,5.1868698606918556e-05
Superior Manufacturing,0.0,0.0001617869662390888,0.0001617869662390888
Alpha Systems,0.0,0.00025695503553893037,0.00025695503553893037
Dynamic Corp,0.0,0.0008943053303114262,0.0008943053303114262
Elite Corp,0.0,0.0001663687474385953,0.0001663687474385953
Advanced Partners,0.0,0.0008058522083793353,0.0008058522083793353
Strategic Industries,0.0,4.402581494080844e-05,4.402581494080844e-05
Innovative Supply Co,0.0,0.0010612951076184208,0.0010612951076184208
Global Solutions,0.0,0.0016061641005310928,0.0016061641005310928
Innovative Industries,0.0,0.0012180617808546816,0.0012180617808546816
Global Corp,0.0,7.608096634797785e-05,7.608096634797785e-05
Superior Manufacturing,0.0,0.00010340450511091389,0.00010340450511091389
Innovative Partners,0.0,7.77872596742822e-05,7.77872596742822e-05
Superior Systems,0.0,3.877624273823335e-05,3.877624273823335e-05
Alpha Partners,0.0,0.0011369542803554187,0.0011369542803554187
Dynamic Enterprises,0.0,0.0005479607796624092,0.0005479607796624092
Strategic Industries,0.0,0.0002494265167785743,0.0002494265167785743
Premier Corp,0.0,0.0006297993023976324,0.0006297993023976324
Global Group,0.0,0.0022869685303236213,0.0022869685303236213
Advanced Solutions,0.0,1.5068240164278276e-13,1.5068240164278276e-13
Elite Solutions,0.0,0.00010247885703052694,0.00010247885703052694
Elite Manufacturing,0.0,5.3869402251303313e-05,5.3869402251303313e-05
Premier Group,0.0,4.7844430835818146e-14,4.7844430835818146e-14
Innovative Supply Co,0.0,7.4002537655668006e-06,7.4002537655668006e-06
Elite Industries,0.0,0.0013372558297423767,0.0013372558297423767
Strategic Manufacturing,0.0,8.062655605364189e-05,8.062655605364189e-05
Premier Manufacturing,0.0,3.4987347039485476e-05,3.4987347039485476e-05
Innovative Solutions,0.0,0.0008024455771491604,0.0008024455771491604
Advanced Corp,0.0,0.00015557139666810455,0.00015557139666810455
Premier Manufacturing,0.0,0.0018074573539470472,0.0018074573539470472
Superior Manufacturing,0.0,7.098466968203656e-05,7.098466968203656e-05
Global Manufacturing,0.0,5.9374568567331086e-05,5.9374568567331086e-05
Alpha Group,0.0,0.0006006460351496911,0.0006006460351496911
Elite Systems,0.0,2.5564127384664348e-05,2.5564127384664348e-05
Alpha Enterprises,0.0,0.0014913806115674957,0.0014913806115674957
Global Technologies,0.0,0.00013571901009678164,0.00013571901009678164
Global Industries,0.0,0.0024224471634403037,0.0024224471634403037
Innovative Enterprises,0.0,0.0001310954867299828,0.0001310954867299828
Superior Partners,0.0,0.0005930113451724121,0.0005930113451724121
Alpha Supply Co,0.0,0.0019805061814743173,0.0019805061814743173
Strategic Solutions,0.0,0.0001851441923825554,0.0001851441923825554
Superior Enterprises,0.0,4.8965166894238524e-05,4.8965166894238524e-05
Superior Supply Co,0.0,0.00057854682078556,0.00057854682078556
Alpha Partners,0.0,1.6455903215370616e-05,1.6455903215370616e-05
Superior Group,0.0,8.457034562271637e-05,8.457034562271637e-05
Global Supply Co,0.0,0.00037579053402178955,0.00037579053402178955
Global Enterprises,0.0,0.00026687996131418074,0.00026687996131418074
Alpha Technologies,0.0,5.863860669460333e-06,5.863860669460333e-06
Prime Industries,0.0,0.0002692060835125522,0.0002692060835125522
Strategic Enterprises,0.0,0.0003295483003843228,0.0003295483003843228
Superior Industries,0.0,0.0005609995047204195,0.0005609995047204195
Superior Partners,0.0,0.0012212349001454095,0.0012212349001454095
Dynamic Manufacturing,0.0,4.46142967007579e-05,4.46142967007579e-05
Innovative Solutions,0.0,0.0008310928331805032,0.0008310928331805032
Premier Systems,0.0,0.002370088041346102,0.002370088041346102
Elite Manufacturing,0.0,0.0003911892611358228,0.0003911892611358228
Dynamic Manufacturing,0.0,0.00024514535548173953,0.00024514535548173953
Elite Supply Co,0.0,2.6620248856709375e-05,2.6620248856709375e-05
Elite Partners,0.0,0.0001268987073948599,0.0001268987073948599
Dynamic Partners,0.0,0.0002786404255503766,0.0002786404255503766
Superior Corp,0.0,0.00258601413364083,0.00258601413364083
Strategic Enterprises,0.0,0.00018610539036982663,0.00018610539036982663
Innovative Technologies,0.0,2.210953383691031e-05,2.210953383691031e-05
Superior Corp,0.0,1.0851435606558742e-05,1.0851435606558742e-05
Alpha Group,0.0,3.2652568255583666e-05,3.2652568255583666e-05
Strategic Industries,0.0,3.48433780648106e-05,3.48433780648106e-05
Superior Corp,0.0,1.4707008006075349e-05,1.4707008006075349e-05
Premier Group,0.0,1.6669974354762752e-05,1.6669974354762752e-05
Premier Partners,0.0,0.001191758783993202,0.001191758783993202
Superior Industries,0.0,0.001309309690042512,0.001309309690042512
Innovative Manufacturing,0.0,0.0008249446156048152,0.0008249446156048152
Strategic Group,0.0,0.0005400538245622901,0.0005400538245622901
Elite Supply Co,0.0,0.0002461941266298432,0.0002461941266298432
Global Solutions,0.0,0.0001384632575106067,0.0001384632575106067
Dynamic Systems,0.0,0.00023667907183932876,0.00023667907183932876
Dynamic Corp,0.0,0.00011942637353094786,0.00011942637353094786
Premier Supply Co,0.0,0.0003267722690212129,0.0003267722690212129
Global Industries,0.0,0.0018061565961222093,0.0018061565961222093
Dynamic Enterprises,0.0,3.88953412636055e-06,3.88953412636055e-06
Advanced Partners,0.0,0.00029587038997712264,0.00029587038997712264
Elite Industries,0.0,0.0014424516963754033,0.0014424516963754033
Prime Group,0.0,0.00024561790136129057,0.00024561790136129057
Superior Systems,0.0,0.00015755080118878576,0.00015755080118878576
Dynamic Technologies,0.0,5.1440169369071464e-05,5.1440169369071464e-05
Global Supply Co,0.0,0.005915039007277641,0.005915039007277641
Strategic Corp,0.0,0.0010952228890683468,0.0010952228890683468
Prime Partners,0.0,0.0005418476761509539,0.0005418476761509539
Advanced Solutions,0.0,0.00037406245259460175,0.00037406245259460175
Superior Manufacturing,0.0,0.0005526055928111697,0.0005526055928111697
Advanced Industries,0.0,3.351810107083753e-05,3.351810107083753e-05
Alpha Partners,0.0,0.00046561811993169695,0.00046561811993169695
